Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Switzerland,Super League,2019/2020,25/01/2020,18:00,Zurich,Luzern,2,3,A,2.28,3.41,3.24,2.28,3.61,3.44,2.18,3.4,3.15
Switzerland,Super League,2019/2020,26/01/2020,15:00,St. Gallen,Lugano,3,1,H,1.83,3.92,4.18,1.83,4.1,4.7,1.76,3.8,4.2
Switzerland,Super League,2019/2020,26/01/2020,15:00,Thun,Sion,2,1,H,2.48,3.33,2.97,2.53,3.5,3,2.42,3.32,2.82
Switzerland,Super League,2019/2020,26/01/2020,15:00,Young Boys,Basel,2,0,H,2,3.91,3.54,2.05,3.95,3.9,1.94,3.75,3.48
Switzerland,Super League,2019/2020,01/02/2020,18:00,Lugano,Xamax,1,1,D,1.78,3.83,4.63,1.79,3.92,4.8,1.73,3.67,4.52
Switzerland,Super League,2019/2020,01/02/2020,18:00,Luzern,Young Boys,2,0,H,4.78,4.01,1.72,5.25,4.2,1.76,4.59,3.89,1.68
Switzerland,Super League,2019/2020,02/02/2020,15:00,Basel,St. Gallen,1,2,A,1.74,4.16,4.44,1.81,4.16,4.5,1.73,3.95,4.17
Switzerland,Super League,2019/2020,02/02/2020,15:00,Servette,Thun,2,0,H,1.51,4.44,6.44,1.56,4.48,6.44,1.5,4.27,5.79
Switzerland,Super League,2019/2020,02/02/2020,15:00,Sion,Zurich,1,1,D,2.38,3.62,2.91,2.46,3.7,2.92,2.34,3.55,2.77
Switzerland,Super League,2019/2020,08/02/2020,18:00,Young Boys,Sion,1,0,H,1.3,5.64,10.2,1.32,5.97,11,1.28,5.59,9.06
Switzerland,Super League,2019/2020,08/02/2020,18:00,Zurich,Basel,0,4,A,3.31,3.62,2.17,3.75,3.75,2.19,3.27,3.56,2.07
Switzerland,Super League,2019/2020,09/02/2020,15:00,St. Gallen,Servette,1,0,H,2.03,4.04,3.36,2.06,4.04,3.44,1.99,3.82,3.27
Switzerland,Super League,2019/2020,09/02/2020,15:00,Thun,Lugano,3,2,H,3.03,3.25,2.49,3.1,3.4,2.62,2.9,3.24,2.4
Switzerland,Super League,2019/2020,09/02/2020,15:00,Xamax,Luzern,0,1,A,2.81,3.29,2.63,3.06,3.45,2.68,2.77,3.26,2.48
Switzerland,Super League,2019/2020,15/02/2020,18:00,Basel,Thun,0,1,A,1.36,5.17,8.74,1.4,5.65,9.22,1.35,5.04,7.65
Switzerland,Super League,2019/2020,15/02/2020,18:00,Sion,Xamax,1,2,A,2.46,3.39,2.96,2.5,3.61,3.45,2.32,3.36,2.94
Switzerland,Super League,2019/2020,16/02/2020,15:00,Lugano,Young Boys,2,1,H,4.39,3.71,1.85,4.5,3.86,1.86,4.19,3.65,1.79
Switzerland,Super League,2019/2020,16/02/2020,15:00,Luzern,St. Gallen,1,0,H,3.22,3.73,2.17,3.46,3.8,2.21,3.13,3.57,2.12
Switzerland,Super League,2019/2020,16/02/2020,15:00,Servette,Zurich,4,1,H,1.63,4.13,5.36,1.67,4.24,5.5,1.62,3.99,4.96
Switzerland,Super League,2019/2020,22/02/2020,18:00,Thun,Luzern,1,1,D,2.89,3.47,2.46,2.89,3.56,2.58,2.76,3.35,2.44
Switzerland,Super League,2019/2020,22/02/2020,18:00,Zurich,Xamax,1,1,D,2.08,3.7,3.48,2.11,3.84,3.61,2.03,3.55,3.39
Switzerland,Super League,2019/2020,23/02/2020,15:00,Basel,Servette,2,2,D,1.95,3.89,3.75,1.99,3.9,4.1,1.9,3.71,3.66
Switzerland,Super League,2019/2020,23/02/2020,15:00,Lugano,Sion,0,0,D,2.1,3.27,3.89,2.13,3.4,4,2.02,3.26,3.73
Switzerland,Super League,2019/2020,23/02/2020,15:00,St. Gallen,Young Boys,3,3,D,2.81,3.78,2.38,2.95,3.8,2.46,2.75,3.6,2.33
Switzerland,Super League,2019/2020,19/06/2020,19:30,Young Boys,Zurich,3,2,H,1.38,5.33,8,1.45,5.4,8.5,1.36,5.02,7.33
Switzerland,Super League,2019/2020,20/06/2020,17:15,Xamax,Thun,2,1,H,2.61,3.46,2.8,2.61,3.6,3.05,2.46,3.35,2.76
Switzerland,Super League,2019/2020,20/06/2020,19:30,Sion,St. Gallen,1,2,A,4.23,3.96,1.84,4.5,4.15,1.87,4,3.88,1.78
Switzerland,Super League,2019/2020,21/06/2020,15:00,Luzern,Basel,2,1,H,3.78,3.72,2.01,4,3.81,2.05,3.66,3.65,1.92
Switzerland,Super League,2019/2020,21/06/2020,15:00,Servette,Lugano,1,1,D,2.09,3.49,3.74,2.14,3.8,4.08,1.99,3.43,3.67
Switzerland,Super League,2019/2020,23/06/2020,19:30,Thun,Young Boys,1,0,H,6.35,4.69,1.51,6.5,5,1.53,5.9,4.57,1.47
Switzerland,Super League,2019/2020,24/06/2020,17:15,Xamax,Basel,1,2,A,4.31,3.79,1.86,4.45,4.08,1.87,4.07,3.75,1.8
Switzerland,Super League,2019/2020,24/06/2020,19:30,Lugano,Luzern,2,0,H,2.84,3.18,2.75,2.84,3.2,2.8,2.72,3.05,2.68
Switzerland,Super League,2019/2020,24/06/2020,19:30,Sion,Servette,1,1,D,4.02,3.76,1.93,4.02,3.76,2,3.75,3.56,1.92
Switzerland,Super League,2019/2020,25/06/2020,19:30,St. Gallen,Zurich,0,4,A,1.68,4.28,4.93,1.72,4.4,5,1.64,4.15,4.58
Switzerland,Super League,2019/2020,27/06/2020,17:15,Luzern,Servette,2,2,D,2.71,3.49,2.67,2.78,3.5,2.67,2.66,3.35,2.53
Switzerland,Super League,2019/2020,27/06/2020,19:30,Young Boys,Xamax,6,0,H,1.39,5.19,8.07,1.4,5.75,8.53,1.37,4.99,7.36
Switzerland,Super League,2019/2020,28/06/2020,15:00,Basel,Sion,2,0,H,1.56,4.5,5.83,1.6,4.5,5.83,1.55,4.22,5.35
Switzerland,Super League,2019/2020,28/06/2020,15:00,St. Gallen,Thun,3,2,H,1.76,4.33,4.25,1.8,4.34,4.4,1.75,4.02,4.03
Switzerland,Super League,2019/2020,28/06/2020,15:00,Zurich,Lugano,1,0,H,2.61,3.58,2.72,2.68,3.58,2.87,2.51,3.41,2.67
Switzerland,Super League,2019/2020,30/06/2020,19:30,Servette,Young Boys,1,1,D,3.92,3.98,1.9,4.2,4.07,1.9,3.82,3.79,1.84
Switzerland,Super League,2019/2020,01/07/2020,17:15,Lugano,Basel,2,1,H,3.43,3.52,2.2,3.77,3.58,2.26,3.37,3.41,2.1
Switzerland,Super League,2019/2020,01/07/2020,19:30,Thun,Zurich,3,2,H,2.64,3.81,2.57,2.78,3.81,2.63,2.62,3.54,2.47
Switzerland,Super League,2019/2020,01/07/2020,19:30,Xamax,St. Gallen,1,2,A,3.89,4.1,1.88,3.95,4.1,1.93,3.71,3.9,1.84
Switzerland,Super League,2019/2020,02/07/2020,19:30,Sion,Luzern,0,2,A,2.66,3.61,2.65,2.84,3.61,2.65,2.62,3.41,2.54
Switzerland,Super League,2019/2020,04/07/2020,17:15,Basel,Xamax,2,0,H,1.53,4.48,6.01,1.55,4.58,6.2,1.51,4.35,5.68
Switzerland,Super League,2019/2020,04/07/2020,19:30,Zurich,Servette,2,0,H,2.62,3.73,2.56,2.73,3.84,2.67,2.58,3.6,2.48
Switzerland,Super League,2019/2020,05/07/2020,15:00,Luzern,Thun,3,0,H,2.21,3.58,3.26,2.25,3.7,3.4,2.14,3.49,3.18
Switzerland,Super League,2019/2020,05/07/2020,15:00,St. Gallen,Sion,2,1,H,1.46,4.8,6.64,1.48,5,7.3,1.43,4.69,6.42
Switzerland,Super League,2019/2020,05/07/2020,15:00,Young Boys,Lugano,3,0,H,1.51,4.49,6.42,1.6,4.5,7.2,1.49,4.25,6.11
Switzerland,Super League,2019/2020,07/07/2020,19:30,Xamax,Zurich,1,1,D,2.3,3.87,2.89,2.5,3.87,2.9,2.31,3.7,2.73
Switzerland,Super League,2019/2020,08/07/2020,17:15,Young Boys,Thun,4,0,H,1.37,5.52,7.52,1.42,5.75,9.4,1.35,5.34,7.24
Switzerland,Super League,2019/2020,08/07/2020,19:30,Servette,Luzern,2,0,H,1.89,3.76,4.12,1.95,3.86,4.2,1.85,3.64,3.92
Switzerland,Super League,2019/2020,08/07/2020,19:30,Sion,Basel,1,0,H,5.14,4.13,1.65,5.2,4.2,1.67,4.88,3.98,1.63
Switzerland,Super League,2019/2020,09/07/2020,19:30,Lugano,St. Gallen,3,3,D,3.06,3.88,2.2,3.2,3.88,2.27,3.02,3.62,2.17
Switzerland,Super League,2019/2020,11/07/2020,19:30,Basel,Young Boys,3,2,H,2.69,3.66,2.53,2.85,3.75,2.61,2.63,3.54,2.46
Switzerland,Super League,2019/2020,12/07/2020,15:00,Luzern,Lugano,3,3,D,2.42,3.37,3.02,2.42,3.46,3.3,2.3,3.29,3.03
Switzerland,Super League,2019/2020,12/07/2020,15:00,Servette,St. Gallen,1,1,D,1.99,3.88,3.61,2.4,4.15,3.68,2.01,3.81,3.27
Switzerland,Super League,2019/2020,12/07/2020,15:00,Thun,Xamax,3,0,H,2.6,3.65,2.62,2.68,3.65,2.88,2.48,3.49,2.65
Switzerland,Super League,2019/2020,14/07/2020,19:30,Basel,Zurich,4,0,H,,,,,,,,,
Switzerland,Super League,2019/2020,15/07/2020,19:30,Lugano,Thun,1,1,D,1.85,3.9,4.14,1.9,3.91,4.2,1.84,3.67,3.96
Switzerland,Super League,2019/2020,15/07/2020,19:30,Young Boys,Servette,4,2,H,1.44,5.14,6.48,1.5,5.14,7,1.44,4.79,6.06
Switzerland,Super League,2019/2020,16/07/2020,17:15,Xamax,Sion,0,0,D,2.39,3.61,2.91,2.55,3.66,3.03,2.33,3.48,2.84
Switzerland,Super League,2019/2020,16/07/2020,19:30,St. Gallen,Luzern,4,1,H,1.79,4.09,4.22,1.81,4.3,4.61,1.72,4.02,4.15
Switzerland,Super League,2019/2020,18/07/2020,19:30,Zurich,Young Boys,0,5,A,6.6,5.79,1.35,8,5.85,1.42,6.44,5.55,1.36
Switzerland,Super League,2019/2020,19/07/2020,15:00,Luzern,Xamax,1,2,A,1.89,3.85,3.98,2.04,3.85,4,1.87,3.67,3.76
Switzerland,Super League,2019/2020,19/07/2020,15:00,Servette,Basel,2,2,D,2.94,3.94,2.24,3.14,3.94,2.29,2.92,3.69,2.19
Switzerland,Super League,2019/2020,19/07/2020,15:00,Sion,Lugano,1,1,D,2.98,3.24,2.53,2.98,3.5,2.75,2.78,3.22,2.49
Switzerland,Super League,2019/2020,19/07/2020,15:00,Thun,St. Gallen,2,1,H,4.14,4.53,1.73,4.8,4.6,1.75,4.27,4.25,1.66
Switzerland,Super League,2019/2020,22/07/2020,17:15,Thun,Servette,5,1,H,2.79,3.55,2.51,2.85,3.78,2.51,2.72,3.51,2.38
Switzerland,Super League,2019/2020,22/07/2020,19:30,Lugano,Zurich,1,0,H,1.76,4,4.51,1.78,4,5,1.74,3.8,4.28
Switzerland,Super League,2019/2020,22/07/2020,19:30,Luzern,Sion,1,2,A,2.24,3.53,3.23,2.29,3.66,3.38,2.19,3.43,3.1
Switzerland,Super League,2019/2020,22/07/2020,19:30,St. Gallen,Basel,0,5,A,2.12,4.09,3.09,2.25,4.15,3.19,2.08,3.9,2.99
Switzerland,Super League,2019/2020,23/07/2020,19:30,Xamax,Young Boys,0,1,A,8.22,5.6,1.35,8.5,6.25,1.4,7.36,5.29,1.34
Switzerland,Super League,2019/2020,25/07/2020,17:15,Sion,Thun,1,1,D,2.36,3.48,3.04,2.39,3.6,3.1,2.29,3.4,2.93
Switzerland,Super League,2019/2020,25/07/2020,19:30,Zurich,St. Gallen,1,3,A,3.63,4.49,1.85,4.1,4.75,1.85,3.63,4.35,1.77
Switzerland,Super League,2019/2020,26/07/2020,15:00,Basel,Lugano,4,4,D,1.7,4.16,4.74,1.71,4.3,5,1.66,4.01,4.6
Switzerland,Super League,2019/2020,26/07/2020,15:00,Servette,Xamax,4,1,H,1.91,3.99,3.78,1.94,4.01,3.9,1.86,3.78,3.69
Switzerland,Super League,2019/2020,26/07/2020,15:00,Young Boys,Luzern,1,0,H,1.23,6.66,12.15,1.25,7.5,13,1.22,6.4,10.69
Switzerland,Super League,2019/2020,28/07/2020,19:30,Zurich,Sion,0,2,A,3.34,3.72,2.12,3.35,3.84,2.2,3.17,3.63,2.08
Switzerland,Super League,2019/2020,31/07/2020,19:30,Lugano,Servette,3,1,H,1.75,4.12,4.44,1.76,4.2,5,1.68,3.99,4.46
Switzerland,Super League,2019/2020,31/07/2020,19:30,Luzern,Zurich,2,1,H,2.15,3.64,3.34,2.18,3.8,3.75,2.06,3.63,3.25
Switzerland,Super League,2019/2020,31/07/2020,19:30,Sion,Young Boys,0,1,A,6.41,4.29,1.53,6.41,4.6,1.55,5.82,4.32,1.5
Switzerland,Super League,2019/2020,31/07/2020,19:30,St. Gallen,Xamax,6,0,H,1.19,7.63,14.33,1.21,8.5,15,1.17,7.43,12.44
Switzerland,Super League,2019/2020,31/07/2020,19:30,Thun,Basel,0,0,D,2.8,4.31,2.19,3.05,4.31,2.21,2.82,4.02,2.13
Switzerland,Super League,2019/2020,03/08/2020,19:30,Basel,Luzern,0,0,D,1.62,4.62,4.79,1.7,4.64,5.2,1.6,4.37,4.6
Switzerland,Super League,2019/2020,03/08/2020,19:30,Servette,Sion,1,2,A,2.55,3.88,2.56,2.65,3.88,2.68,2.51,3.72,2.49
Switzerland,Super League,2019/2020,03/08/2020,19:30,Xamax,Lugano,0,1,A,2.89,3.81,2.32,3.05,3.9,2.43,2.78,3.72,2.26
Switzerland,Super League,2019/2020,03/08/2020,19:30,Young Boys,St. Gallen,3,1,H,1.7,4.71,4.16,1.73,4.9,4.33,1.66,4.55,4.02
Switzerland,Super League,2019/2020,03/08/2020,19:30,Zurich,Thun,3,3,D,4.67,4.47,1.66,4.9,4.75,1.67,4.48,4.45,1.61
Switzerland,Super League,2019/2020,07/08/2020,17:15,Vaduz,Thun,2,0,H,3.04,3.72,2.26,3.1,3.8,2.3,2.93,3.53,2.19
Switzerland,Super League,2019/2020,10/08/2020,17:15,Thun,Vaduz,4,3,H,1.48,4.82,6.25,1.5,4.9,7,1.44,4.59,5.92
Switzerland,Super League,2020/2021,19/09/2020,18:00,Lugano,Luzern,2,1,H,2.14,3.37,3.78,2.25,3.52,3.78,2.08,3.3,3.54
Switzerland,Super League,2020/2021,19/09/2020,18:00,Young Boys,Zurich,2,1,H,1.21,7.42,15.02,1.27,7.5,15.03,1.2,6.75,11.75
Switzerland,Super League,2020/2021,20/09/2020,15:00,Basel,Vaduz,2,2,D,1.34,5.71,8.84,1.4,5.71,8.85,1.33,5.34,8.08
Switzerland,Super League,2020/2021,20/09/2020,15:00,Lausanne,Servette,2,1,H,2.42,3.61,2.95,2.63,3.66,3,2.38,3.46,2.82
Switzerland,Super League,2020/2021,20/09/2020,15:00,St. Gallen,Sion,1,0,H,1.69,4.14,5.01,1.71,4.33,5.22,1.64,4.08,4.78
Switzerland,Super League,2020/2021,26/09/2020,18:00,Sion,Young Boys,0,0,D,6.35,4.57,1.53,6.5,4.57,1.56,5.77,4.35,1.51
Switzerland,Super League,2020/2021,26/09/2020,18:00,Zurich,Lugano,2,2,D,3.52,3.9,2.05,3.6,3.92,2.18,3.4,3.61,2.02
Switzerland,Super League,2020/2021,27/09/2020,15:00,Luzern,Lausanne,2,2,D,2.85,3.61,2.5,2.9,3.64,2.67,2.69,3.46,2.46
Switzerland,Super League,2020/2021,27/09/2020,15:00,Servette,Basel,1,0,H,2.78,3.75,2.49,2.87,3.75,2.59,2.72,3.52,2.41
Switzerland,Super League,2020/2021,27/09/2020,15:00,Vaduz,St. Gallen,0,1,A,4.68,4.63,1.66,4.68,4.63,1.73,4.27,4.26,1.68
Switzerland,Super League,2020/2021,03/10/2020,18:00,Lausanne,Zurich,4,0,H,1.75,4.29,4.41,1.78,4.3,4.41,1.72,4.11,4.17
Switzerland,Super League,2020/2021,03/10/2020,18:00,Lugano,Sion,2,2,D,2.25,3.47,3.39,2.31,3.62,3.9,2.15,3.39,3.27
Switzerland,Super League,2020/2021,04/10/2020,15:00,Basel,Luzern,3,2,H,1.84,3.93,4.31,1.91,4.04,4.55,1.78,3.82,4.12
Switzerland,Super League,2020/2021,04/10/2020,15:00,St. Gallen,Servette,1,0,H,2.06,3.91,3.48,2.1,3.91,3.79,2,3.74,3.32
Switzerland,Super League,2020/2021,04/10/2020,15:00,Young Boys,Vaduz,1,0,H,1.13,9.04,19.43,1.19,9.04,19.55,1.14,8.07,15.03
Switzerland,Super League,2020/2021,17/10/2020,18:00,Servette,Young Boys,0,0,D,2.97,3.7,2.37,3.38,3.8,2.44,2.92,3.55,2.26
Switzerland,Super League,2020/2021,17/10/2020,18:00,Vaduz,Lugano,1,1,D,3.52,3.63,2.13,3.6,3.75,2.69,3.34,3.49,2.09
Switzerland,Super League,2020/2021,18/10/2020,15:00,Luzern,St. Gallen,2,2,D,2.97,3.76,2.35,2.97,3.82,2.41,2.85,3.6,2.27
Switzerland,Super League,2020/2021,18/10/2020,15:00,Sion,Lausanne,0,0,D,2.98,3.51,2.46,3.02,3.52,2.56,2.79,3.35,2.43
Switzerland,Super League,2020/2021,24/10/2020,18:00,Lugano,St. Gallen,1,0,H,2.37,3.67,3.01,2.41,3.78,3.01,2.3,3.55,2.85
Switzerland,Super League,2020/2021,24/10/2020,18:00,Vaduz,Zurich,1,4,A,3.18,3.87,2.2,3.24,3.9,2.27,3.07,3.71,2.12
Switzerland,Super League,2020/2021,25/10/2020,15:00,Young Boys,Luzern,2,1,H,1.37,5.19,9.09,1.4,5.26,9.1,1.36,4.97,7.65
Switzerland,Super League,2020/2021,01/11/2020,15:00,St. Gallen,Basel,1,3,A,2.69,4.08,2.43,2.75,4.09,2.48,2.62,3.77,2.38
Switzerland,Super League,2020/2021,04/11/2020,17:00,Zurich,Basel,1,0,H,3.73,4.17,1.92,3.73,4.25,1.92,3.49,4.02,1.87
Switzerland,Super League,2020/2021,07/11/2020,18:00,Lausanne,Lugano,0,1,A,2.54,3.21,3.1,2.55,3.42,3.15,2.4,3.19,2.98
Switzerland,Super League,2020/2021,07/11/2020,18:00,Zurich,Luzern,2,0,H,2.82,3.75,2.46,2.83,3.75,2.5,2.67,3.57,2.42
Switzerland,Super League,2020/2021,08/11/2020,15:00,Young Boys,St. Gallen,0,0,D,1.41,5.53,6.98,1.45,5.53,7,1.39,5.12,6.55
Switzerland,Super League,2020/2021,21/11/2020,17:15,Luzern,Vaduz,1,1,D,1.68,4.1,5.19,1.69,4.32,5.5,1.63,4.06,4.86
Switzerland,Super League,2020/2021,21/11/2020,19:30,Young Boys,Basel,2,1,H,1.42,5.37,6.99,1.51,5.37,8,1.4,4.95,6.66
Switzerland,Super League,2020/2021,22/11/2020,15:00,Servette,Lugano,1,1,D,2.36,3.37,3.25,2.46,3.51,3.25,2.31,3.26,3.04
Switzerland,Super League,2020/2021,22/11/2020,15:00,Sion,Zurich,2,2,D,2.39,3.61,3.01,2.4,3.61,3.2,2.28,3.44,2.95
Switzerland,Super League,2020/2021,22/11/2020,15:00,St. Gallen,Lausanne,2,2,D,2.63,3.74,2.64,2.66,3.74,2.68,2.52,3.53,2.58
Switzerland,Super League,2020/2021,25/11/2020,17:15,Basel,Lausanne,2,1,H,2.2,3.81,3.22,2.28,3.82,3.22,2.18,3.58,3.04
Switzerland,Super League,2020/2021,25/11/2020,17:15,Sion,Servette,2,0,H,3.48,3.55,2.17,3.5,3.56,2.22,3.31,3.38,2.12
Switzerland,Super League,2020/2021,28/11/2020,17:15,Vaduz,Sion,4,1,H,3.52,3.65,2.13,3.52,3.7,2.21,3.31,3.5,2.09
Switzerland,Super League,2020/2021,28/11/2020,19:30,Servette,Luzern,1,3,A,2.3,3.52,3.22,2.33,3.62,3.22,2.25,3.39,3.04
Switzerland,Super League,2020/2021,29/11/2020,15:00,Lausanne,Young Boys,0,3,A,4.49,4.03,1.79,4.5,4.1,1.8,4.29,3.85,1.74
Switzerland,Super League,2020/2021,29/11/2020,15:00,Lugano,Basel,1,0,H,2.8,3.48,2.61,2.89,3.48,2.68,2.71,3.29,2.54
Switzerland,Super League,2020/2021,02/12/2020,17:15,Lausanne,Vaduz,3,0,H,1.68,4.24,5.05,1.69,4.33,5.28,1.63,4.09,4.83
Switzerland,Super League,2020/2021,02/12/2020,17:15,Servette,Zurich,2,1,H,2.2,3.87,3.17,2.25,3.87,3.21,2.15,3.67,3.03
Switzerland,Super League,2020/2021,02/12/2020,17:15,Luzern,Sion,2,0,H,1.83,3.71,4.64,1.86,3.9,4.75,1.77,3.63,4.42
Switzerland,Super League,2020/2021,05/12/2020,19:30,Basel,Servette,1,0,H,1.81,4.33,4.04,1.86,4.33,4.07,1.79,4.02,3.87
Switzerland,Super League,2020/2021,06/12/2020,15:00,Luzern,Young Boys,2,3,A,4.74,3.92,1.78,4.8,4.05,1.8,4.44,3.79,1.73
Switzerland,Super League,2020/2021,06/12/2020,15:00,Zurich,Lausanne,4,0,H,2.56,3.66,2.75,2.66,3.66,2.8,2.48,3.49,2.65
Switzerland,Super League,2020/2021,09/12/2020,17:15,Basel,Sion,4,2,H,1.42,5.02,7.75,1.43,5.05,8.3,1.39,4.78,7.2
Switzerland,Super League,2020/2021,09/12/2020,17:15,Zurich,St. Gallen,1,2,A,2.11,3.84,3.4,2.2,3.88,3.44,2.06,3.66,3.25
Switzerland,Super League,2020/2021,09/12/2020,17:15,Vaduz,Servette,0,2,A,3.6,3.71,2.08,3.6,3.75,2.15,3.35,3.61,2.04
Switzerland,Super League,2020/2021,12/12/2020,17:15,Sion,Luzern,1,2,A,3.7,3.63,2.07,3.7,3.63,2.16,3.42,3.42,2.08
Switzerland,Super League,2020/2021,12/12/2020,19:30,Vaduz,Basel,0,2,A,5.05,4.39,1.65,5.25,4.39,1.72,4.72,4.13,1.63
Switzerland,Super League,2020/2021,13/12/2020,15:00,Lausanne,St. Gallen,0,1,A,2.63,3.82,2.59,2.65,3.84,2.83,2.46,3.63,2.59
Switzerland,Super League,2020/2021,13/12/2020,15:00,Lugano,Zurich,0,1,A,2.69,3.29,2.84,2.72,3.5,2.9,2.56,3.22,2.74
Switzerland,Super League,2020/2021,13/12/2020,15:00,Young Boys,Servette,1,2,A,1.36,5.54,8.54,1.39,5.75,9,1.35,5.23,7.62
Switzerland,Super League,2020/2021,16/12/2020,17:15,Luzern,Zurich,0,0,D,2.1,3.79,3.46,2.14,3.82,3.56,2.07,3.58,3.29
Switzerland,Super League,2020/2021,16/12/2020,19:30,Basel,Young Boys,0,2,A,4.59,4.23,1.74,4.64,4.33,1.75,4.31,4.03,1.7
Switzerland,Super League,2020/2021,16/12/2020,19:30,St. Gallen,Lugano,0,0,D,2.08,3.68,3.63,2.1,3.7,3.7,2.02,3.54,3.47
Switzerland,Super League,2020/2021,17/12/2020,17:15,Vaduz,Lausanne,0,2,A,3.92,3.82,1.95,4,3.82,2.02,3.67,3.62,1.93
Switzerland,Super League,2020/2021,17/12/2020,19:30,Servette,Sion,1,1,D,1.94,3.91,3.87,1.96,4,3.96,1.9,3.74,3.66
Switzerland,Super League,2020/2021,19/12/2020,17:15,Young Boys,Lugano,2,2,D,1.47,4.53,7.66,1.5,4.6,7.69,1.44,4.37,6.92
Switzerland,Super League,2020/2021,19/12/2020,19:30,Basel,St. Gallen,0,0,D,2.1,4.11,3.23,2.16,4.11,3.29,2.07,3.84,3.11
Switzerland,Super League,2020/2021,20/12/2020,15:00,Lausanne,Luzern,2,1,H,3.02,3.54,2.41,3.1,3.55,2.41,2.96,3.39,2.31
Switzerland,Super League,2020/2021,20/12/2020,15:00,Sion,Vaduz,2,1,H,2.34,3.46,3.21,2.34,3.6,3.26,2.23,3.39,3.1
Switzerland,Super League,2020/2021,20/12/2020,15:00,Zurich,Servette,0,1,A,2.09,3.88,3.41,2.18,3.94,3.59,2.03,3.7,3.3
Switzerland,Super League,2020/2021,22/12/2020,19:30,St. Gallen,Young Boys,1,2,A,5.27,4.37,1.63,5.5,4.6,1.67,5.01,4.28,1.58
Switzerland,Super League,2020/2021,23/12/2020,17:15,Luzern,Basel,1,2,A,2.17,3.77,3.24,2.25,3.8,3.29,2.17,3.59,3.07
Switzerland,Super League,2020/2021,23/12/2020,17:15,Servette,Vaduz,1,1,D,1.71,3.92,5.08,1.76,4.1,5.34,1.68,3.82,4.77
Switzerland,Super League,2020/2021,23/12/2020,19:30,Lugano,Lausanne,0,0,D,2.61,3.25,2.92,2.64,3.32,2.94,2.53,3.16,2.82
Switzerland,Super League,2020/2021,23/12/2020,19:30,Zurich,Sion,0,0,D,2.02,3.59,3.84,2.07,3.81,4,1.96,3.52,3.7
Switzerland,Super League,2020/2021,17/01/2021,15:00,Sion,Lugano,1,1,D,3.85,3.32,2.12,3.94,3.33,2.14,3.69,3.19,2.07
Switzerland,Super League,2020/2021,20/01/2021,17:00,Lugano,Young Boys,0,2,A,5.21,4.04,1.67,5.5,4.05,1.73,5.12,3.87,1.63
Switzerland,Super League,2020/2021,20/01/2021,17:00,St. Gallen,Vaduz,2,0,H,1.68,4.13,4.98,1.72,4.15,5.25,1.65,3.97,4.78
Switzerland,Super League,2020/2021,23/01/2021,17:15,Lausanne,Sion,0,1,A,1.71,4.09,4.81,1.77,4.09,5.1,1.7,3.79,4.62
Switzerland,Super League,2020/2021,23/01/2021,19:30,Basel,Zurich,1,4,A,1.98,3.97,3.61,2.04,4.05,3.64,1.93,3.82,3.48
Switzerland,Super League,2020/2021,24/01/2021,15:00,St. Gallen,Lugano,0,1,A,2.4,3.42,3.09,2.43,3.48,3.2,2.3,3.33,3.02
Switzerland,Super League,2020/2021,24/01/2021,15:00,Vaduz,Young Boys,0,0,D,9.44,5.24,1.35,10.5,5.5,1.36,9.04,5.16,1.31
Switzerland,Super League,2020/2021,27/01/2021,17:15,Zurich,Vaduz,0,1,A,1.98,3.55,4.02,2.07,3.58,4.02,1.97,3.42,3.75
Switzerland,Super League,2020/2021,28/01/2021,19:30,Sion,Basel,2,3,A,4.22,3.97,1.83,4.22,4,1.93,3.99,3.73,1.82
Switzerland,Super League,2020/2021,30/01/2021,19:30,St. Gallen,Zurich,2,3,A,2.14,3.87,3.25,2.16,3.87,3.56,2.07,3.68,3.21
Switzerland,Super League,2020/2021,31/01/2021,15:00,Basel,Lugano,2,2,D,2.29,3.42,3.28,2.33,3.46,3.29,2.24,3.29,3.16
Switzerland,Super League,2020/2021,31/01/2021,15:00,Servette,Lausanne,1,1,D,2.68,3.64,2.6,2.8,3.65,2.6,2.65,3.44,2.5
Switzerland,Super League,2020/2021,31/01/2021,15:00,Young Boys,Sion,2,1,H,1.29,6.09,10.18,1.3,6.23,11,1.28,5.61,9.3
Switzerland,Super League,2020/2021,03/02/2021,17:15,Zurich,Young Boys,1,4,A,5.51,3.92,1.67,6,4.02,1.73,5.09,3.79,1.65
Switzerland,Super League,2020/2021,03/02/2021,19:30,Lugano,Vaduz,1,1,D,1.97,3.34,4.4,2.01,3.41,4.55,1.94,3.22,4.17
Switzerland,Super League,2020/2021,03/02/2021,19:30,Sion,St. Gallen,3,2,H,3.62,3.7,2.05,3.75,3.75,2.07,3.51,3.55,2
Switzerland,Super League,2020/2021,04/02/2021,17:15,Luzern,Servette,3,0,H,2.3,3.57,3.15,2.37,3.7,3.4,2.2,3.5,3.09
Switzerland,Super League,2020/2021,04/02/2021,19:30,Lausanne,Basel,1,3,A,2.92,3.71,2.37,3.03,3.75,2.49,2.74,3.55,2.38
Switzerland,Super League,2020/2021,06/02/2021,19:30,Vaduz,Zurich,3,2,H,3.44,3.49,2.19,3.44,3.54,2.44,3.23,3.36,2.18
